Ano,Pocision,Indicador
2016,17.0,MOVILIDAD INTERNACIONAL (ÍNDICE) 
2017,16.0,MOVILIDAD INTERNACIONAL (ÍNDICE) 
2018,14.0,MOVILIDAD INTERNACIONAL (ÍNDICE) 
2019,17.0,MOVILIDAD INTERNACIONAL (ÍNDICE) 
2020,21.0,MOVILIDAD INTERNACIONAL (ÍNDICE) 
2021,14.0,MOVILIDAD INTERNACIONAL (ÍNDICE) 
2022,16.80000000000001,Prediccion
2023,16.8857142857143,Prediccion
2024,16.97142857142859,Prediccion
2025,17.05714285714288,Prediccion
