Ano,Pocision,Indicador
2016,9.0,ÍNDICE H (HIRSCH) DE DOCUMENTOS CITABLES
2017,9.0,ÍNDICE H (HIRSCH) DE DOCUMENTOS CITABLES
2018,9.0,ÍNDICE H (HIRSCH) DE DOCUMENTOS CITABLES
2019,10.0,ÍNDICE H (HIRSCH) DE DOCUMENTOS CITABLES
2020,11.0,ÍNDICE H (HIRSCH) DE DOCUMENTOS CITABLES
2021,9.0,ÍNDICE H (HIRSCH) DE DOCUMENTOS CITABLES
2022,10.199999999999989,Prediccion
2023,10.399999999999977,Prediccion
2024,10.599999999999966,Prediccion
2025,10.799999999999955,Prediccion
