Ano,Pocision,Indicador
2016,20.0,IMPACTO DEL CONOCIMIENTO
2017,20.0,IMPACTO DEL CONOCIMIENTO
2018,24.0,IMPACTO DEL CONOCIMIENTO
2019,23.0,IMPACTO DEL CONOCIMIENTO
2020,22.0,IMPACTO DEL CONOCIMIENTO
2021,21.0,IMPACTO DEL CONOCIMIENTO
2022,22.66666666666663,Prediccion
2023,22.952380952380963,Prediccion
2024,23.238095238095184,Prediccion
2025,23.52380952380952,Prediccion
