ano,posicion,indicador
2016,7.0,GASTO PRIVADO EN I+D (% DEL PIB)
2017,8.0,GASTO PRIVADO EN I+D (% DEL PIB)
2018,9.0,GASTO PRIVADO EN I+D (% DEL PIB)
2019,8.0,GASTO PRIVADO EN I+D (% DEL PIB)
2020,6.0,GASTO PRIVADO EN I+D (% DEL PIB)
2021,8.0,GASTO PRIVADO EN I+D (% DEL PIB)
2022,7.466666666666669,prediccion
2023,7.409523809523819,prediccion
2024,7.352380952380955,prediccion
2025,7.295238095238105,prediccion
