ano,posicion,indicador
2016,20.0,BIENES Y SERVICIOS CREATIVOS
2017,20.0,BIENES Y SERVICIOS CREATIVOS
2018,21.0,BIENES Y SERVICIOS CREATIVOS
2019,17.0,BIENES Y SERVICIOS CREATIVOS
2020,21.0,BIENES Y SERVICIOS CREATIVOS
2021,24.0,BIENES Y SERVICIOS CREATIVOS
2022,22.40000000000009,prediccion
2023,22.942857142857065,prediccion
2024,23.485714285714266,prediccion
2025,24.028571428571468,prediccion
