ano,posicion,indicador
2016,19.0,COMERCIO Y COMPETENCIA
2017,19.0,COMERCIO Y COMPETENCIA
2018,16.0,COMERCIO Y COMPETENCIA
2019,15.0,COMERCIO Y COMPETENCIA
2020,16.0,COMERCIO Y COMPETENCIA
2021,18.0,COMERCIO Y COMPETENCIA
2022,15.666666666666629,prediccion
2023,15.238095238095184,prediccion
2024,14.809523809523853,prediccion
2025,14.380952380952408,prediccion
