Ano,Pocision,Indicador
2016,14.0,TRABAJADORES DE CONOCIMIENTO
2017,19.0,TRABAJADORES DE CONOCIMIENTO
2018,18.0,TRABAJADORES DE CONOCIMIENTO
2019,18.0,TRABAJADORES DE CONOCIMIENTO
2020,16.0,TRABAJADORES DE CONOCIMIENTO
2021,18.0,TRABAJADORES DE CONOCIMIENTO
2022,18.26666666666665,Prediccion
2023,18.58095238095234,Prediccion
2024,18.895238095238142,Prediccion
2025,19.20952380952383,Prediccion
