,Departamento,IV trim 2021 Número de cabezas,IV trim 2022 Número de cabezas,Participación % IV trim 2022,Variación % 2022/2021,Contribución
12,Córdoba,68296,62848,7.697706292233092,-7.977041115145838,-0.6357697505233898
