Ano,Pocision,Indicador
2016,22.0,AMBIENTE DE NEGOCIOS
2017,22.0,AMBIENTE DE NEGOCIOS
2018,10.0,AMBIENTE DE NEGOCIOS
2019,10.0,AMBIENTE DE NEGOCIOS
2020,10.0,AMBIENTE DE NEGOCIOS
2021,10.0,AMBIENTE DE NEGOCIOS
2022,4.399999999999636,Prediccion
2023,1.6571428571423894,Prediccion
2024,-1.0857142857148574,Prediccion
2025,-3.828571428572104,Prediccion
