ano,posicion,indicador
2016,21.0,ACCESO A LAS TIC
2017,20.0,ACCESO A LAS TIC
2018,20.0,ACCESO A LAS TIC
2019,20.0,ACCESO A LAS TIC
2020,19.0,ACCESO A LAS TIC
2021,24.0,ACCESO A LAS TIC
2022,21.866666666666674,prediccion
2023,22.20952380952383,prediccion
2024,22.552380952380986,prediccion
2025,22.895238095238142,prediccion
