ano,posicion,indicador
2016,13.0,SOFISTICACIÓN DEL APARATO PRODUCTIVO
2017,14.0,SOFISTICACIÓN DEL APARATO PRODUCTIVO
2018,12.0,SOFISTICACIÓN DEL APARATO PRODUCTIVO
2019,12.0,SOFISTICACIÓN DEL APARATO PRODUCTIVO
2020,13.0,SOFISTICACIÓN DEL APARATO PRODUCTIVO
2021,12.0,SOFISTICACIÓN DEL APARATO PRODUCTIVO
2022,11.866666666666674,prediccion
2023,11.638095238095275,prediccion
2024,11.409523809523819,prediccion
2025,11.18095238095242,prediccion
