Ano,Pocision,Indicador
2016,12.0,ENLACES DE INNOVACIÓN
2017,10.0,ENLACES DE INNOVACIÓN
2018,7.0,ENLACES DE INNOVACIÓN
2019,10.0,ENLACES DE INNOVACIÓN
2020,12.0,ENLACES DE INNOVACIÓN
2021,13.0,ENLACES DE INNOVACIÓN
2022,12.066666666666606,Prediccion
2023,12.466666666666583,Prediccion
2024,12.86666666666656,Prediccion
2025,13.266666666666538,Prediccion
