ano,posicion,indicador
2016,9.0,VIOLACIONES A LA LIBERTAD DE PRENSA
2017,12.0,VIOLACIONES A LA LIBERTAD DE PRENSA
2018,10.0,VIOLACIONES A LA LIBERTAD DE PRENSA
2019,10.0,VIOLACIONES A LA LIBERTAD DE PRENSA
2020,8.0,VIOLACIONES A LA LIBERTAD DE PRENSA
2021,12.0,VIOLACIONES A LA LIBERTAD DE PRENSA
2022,10.466666666666669,prediccion
2023,10.552380952380958,prediccion
2024,10.638095238095246,prediccion
2025,10.723809523809535,prediccion
