Ano,Pocision,Indicador
2016,19.0,REGISTROS DE SOFTWARE
2017,19.0,REGISTROS DE SOFTWARE
2018,21.0,REGISTROS DE SOFTWARE
2019,19.0,REGISTROS DE SOFTWARE
2020,19.0,REGISTROS DE SOFTWARE
2021,20.0,REGISTROS DE SOFTWARE
2022,19.80000000000001,Prediccion
2023,19.8857142857143,Prediccion
2024,19.97142857142859,Prediccion
2025,20.05714285714288,Prediccion
