ano,posicion,indicador
2016,6.0,CAPITALIZACIÓN BURSÁTIL
2017,6.0,CAPITALIZACIÓN BURSÁTIL
2018,6.0,CAPITALIZACIÓN BURSÁTIL
2019,7.0,CAPITALIZACIÓN BURSÁTIL
2020,7.0,CAPITALIZACIÓN BURSÁTIL
2021,7.0,CAPITALIZACIÓN BURSÁTIL
2022,7.399999999999977,prediccion
2023,7.657142857142844,prediccion
2024,7.914285714285711,prediccion
2025,8.171428571428578,prediccion
