ano,posicion,indicador
2016,24.0,DIFUSIÓN DE CONOCIMIENTO
2017,24.0,DIFUSIÓN DE CONOCIMIENTO
2018,24.0,DIFUSIÓN DE CONOCIMIENTO
2019,23.0,DIFUSIÓN DE CONOCIMIENTO
2020,22.0,DIFUSIÓN DE CONOCIMIENTO
2021,22.0,DIFUSIÓN DE CONOCIMIENTO
2022,21.466666666666583,prediccion
2023,20.980952380952317,prediccion
2024,20.49523809523805,prediccion
2025,20.009523809523785,prediccion
