Ano,Pocision,Indicador
2016,20.0,EMPLEO INTENSIVO EN CONOCIMIENTO (%)
2017,21.0,EMPLEO INTENSIVO EN CONOCIMIENTO (%)
2018,21.0,EMPLEO INTENSIVO EN CONOCIMIENTO (%)
2019,19.0,EMPLEO INTENSIVO EN CONOCIMIENTO (%)
2020,19.0,EMPLEO INTENSIVO EN CONOCIMIENTO (%)
2021,19.0,EMPLEO INTENSIVO EN CONOCIMIENTO (%)
2022,18.533333333333303,Prediccion
2023,18.161904761904793,Prediccion
2024,17.79047619047617,Prediccion
2025,17.419047619047547,Prediccion
