ano,posicion,indicador
2016,15.0,BIENES INTANGIBLES
2017,15.0,BIENES INTANGIBLES
2018,21.0,BIENES INTANGIBLES
2019,15.0,BIENES INTANGIBLES
2020,17.0,BIENES INTANGIBLES
2021,17.0,BIENES INTANGIBLES
2022,17.66666666666663,prediccion
2023,17.952380952380963,prediccion
2024,18.238095238095184,prediccion
2025,18.52380952380952,prediccion
