ano,posicion,indicador
2016,17.0,INVESTIGACIÓN Y DESARROLLO
2017,21.0,INVESTIGACIÓN Y DESARROLLO
2018,22.0,INVESTIGACIÓN Y DESARROLLO
2019,19.0,INVESTIGACIÓN Y DESARROLLO
2020,23.0,INVESTIGACIÓN Y DESARROLLO
2021,24.0,INVESTIGACIÓN Y DESARROLLO
2022,24.800000000000182,prediccion
2023,25.88571428571413,prediccion
2024,26.971428571428532,prediccion
2025,28.057142857142935,prediccion
