Ano,Pocision,Indicador
2016,13.0,ÍNDICE DE GENERACIÓN Y COSTO DE LA ENERGÍA
2017,15.0,ÍNDICE DE GENERACIÓN Y COSTO DE LA ENERGÍA
2018,13.0,ÍNDICE DE GENERACIÓN Y COSTO DE LA ENERGÍA
2019,26.0,ÍNDICE DE GENERACIÓN Y COSTO DE LA ENERGÍA
2020,28.0,ÍNDICE DE GENERACIÓN Y COSTO DE LA ENERGÍA
2021,16.0,ÍNDICE DE GENERACIÓN Y COSTO DE LA ENERGÍA
2022,25.199999999999818,Prediccion
2023,27.11428571428587,Prediccion
2024,29.028571428571468,Prediccion
2025,30.942857142857065,Prediccion
