ano,posicion,indicador
2016,17.0,ESPERANZA DE VIDA ESCOLAR
2017,22.0,ESPERANZA DE VIDA ESCOLAR
2018,24.0,ESPERANZA DE VIDA ESCOLAR
2019,26.0,ESPERANZA DE VIDA ESCOLAR
2020,21.0,ESPERANZA DE VIDA ESCOLAR
2021,24.0,ESPERANZA DE VIDA ESCOLAR
2022,25.73333333333335,prediccion
2023,26.70476190476188,prediccion
2024,27.676190476190413,prediccion
2025,28.647619047618946,prediccion
