Ano,Pocision,Indicador
2016,18.0,USO DE LAS TIC
2017,20.0,USO DE LAS TIC
2018,21.0,USO DE LAS TIC
2019,21.0,USO DE LAS TIC
2020,19.0,USO DE LAS TIC
2021,28.0,USO DE LAS TIC
2022,25.866666666666788,Prediccion
2023,27.209523809523944,Prediccion
2024,28.5523809523811,Prediccion
2025,29.895238095238255,Prediccion
