Ano,Pocision,Indicador
2016,28.0,ENTORNO REGULATORIO
2017,23.0,ENTORNO REGULATORIO
2018,20.0,ENTORNO REGULATORIO
2019,12.0,ENTORNO REGULATORIO
2020,15.0,ENTORNO REGULATORIO
2021,15.0,ENTORNO REGULATORIO
2022,9.133333333333212,Prediccion
2023,6.3619047619049525,Prediccion
2024,3.5904761904757834,Prediccion
2025,0.8190476190475238,Prediccion
