Ano,Pocision,Indicador
2016,18.0,CRÉDITO DOMÉSTICO 
2017,18.0,CRÉDITO DOMÉSTICO 
2018,17.0,CRÉDITO DOMÉSTICO 
2019,17.0,CRÉDITO DOMÉSTICO 
2020,16.0,CRÉDITO DOMÉSTICO 
2021,17.0,CRÉDITO DOMÉSTICO 
2022,16.066666666666606,Prediccion
2023,15.752380952380918,Prediccion
2024,15.438095238095116,Prediccion
2025,15.123809523809427,Prediccion
