Ano,Pocision,Indicador
2016,14.0,DESEMPEÑO AMBIENTAL 
2017,16.0,DESEMPEÑO AMBIENTAL 
2018,18.0,DESEMPEÑO AMBIENTAL 
2019,13.0,DESEMPEÑO AMBIENTAL 
2020,12.0,DESEMPEÑO AMBIENTAL 
2021,12.0,DESEMPEÑO AMBIENTAL 
2022,11.466666666666924,Prediccion
2023,10.69523809523821,Prediccion
2024,9.923809523809723,Prediccion
2025,9.152380952381236,Prediccion
