,Departamento,Peso en pie (t) 2021,Peso promedio  en pie (kg) 2021,Peso en pie (t) 2022,Peso promedio  en pie (kg) 2022,Variación % 2022/2021 peso en pie,Variación % 2022/2021 peso promedio
16,Córdoba,31201.13,456.8514993557456,,26902.102,428.0502482179226,-13.778436870715908
