ano,posicion,indicador
2016,17.0,TASA DE COBERTURA NETA EN EDUCACIÓN MEDIA
2017,15.0,TASA DE COBERTURA NETA EN EDUCACIÓN MEDIA
2018,15.0,TASA DE COBERTURA NETA EN EDUCACIÓN MEDIA
2019,14.0,TASA DE COBERTURA NETA EN EDUCACIÓN MEDIA
2020,12.0,TASA DE COBERTURA NETA EN EDUCACIÓN MEDIA
2021,14.0,TASA DE COBERTURA NETA EN EDUCACIÓN MEDIA
2022,12.0,prediccion
2023,11.28571428571422,prediccion
2024,10.571428571428442,prediccion
2025,9.857142857142662,prediccion
