ano,posicion,indicador
2016,22.0,CRÉDITO A LAS EMPRESAS PARA INNOVAR
2017,22.0,CRÉDITO A LAS EMPRESAS PARA INNOVAR
2018,11.0,CRÉDITO A LAS EMPRESAS PARA INNOVAR
2019,11.0,CRÉDITO A LAS EMPRESAS PARA INNOVAR
2020,17.0,CRÉDITO A LAS EMPRESAS PARA INNOVAR
2021,18.0,CRÉDITO A LAS EMPRESAS PARA INNOVAR
2022,13.333333333333258,prediccion
2023,12.333333333333258,prediccion
2024,11.333333333333258,prediccion
2025,10.333333333333258,prediccion
