Ano,Pocision,Indicador
2016,27.0,INFRAESTRUCTURA GENERAL
2017,31.0,INFRAESTRUCTURA GENERAL
2018,21.0,INFRAESTRUCTURA GENERAL
2019,24.0,INFRAESTRUCTURA GENERAL
2020,25.0,INFRAESTRUCTURA GENERAL
2021,21.0,INFRAESTRUCTURA GENERAL
2022,20.333333333333485,Prediccion
2023,19.047619047619264,Prediccion
2024,17.76190476190459,Prediccion
2025,16.476190476190368,Prediccion
