ano,posicion,indicador
2016,15.0,EDUCACIÓN SECUNDARIA Y MEDIA
2017,18.0,EDUCACIÓN SECUNDARIA Y MEDIA
2018,18.0,EDUCACIÓN SECUNDARIA Y MEDIA
2019,19.0,EDUCACIÓN SECUNDARIA Y MEDIA
2020,18.0,EDUCACIÓN SECUNDARIA Y MEDIA
2021,19.0,EDUCACIÓN SECUNDARIA Y MEDIA
2022,19.933333333333394,prediccion
2023,20.533333333333303,prediccion
2024,21.133333333333212,prediccion
2025,21.73333333333335,prediccion
